SKU;ID fila;ID Orden;Fecha Orden;Prioridad;Cantidad;Ventas;Descuento;Tipo de Envío;Nombre del Cliente;Provincia;Segmento del Cliente;Fecha de envío
189;3356;24007;26/8/2010;Bajo;28;317,85;0,06;Aereo Regular;Joy Bell;Territorios del Noroeste;Oficina en Hogar;2/9/2010
85;3357;24007;26/8/2010;Bajo;42;163,08;0,09;Aereo Regular;Joy Bell;Territorios del Noroeste;Oficina en Hogar;30/8/2010
149;3359;24038;20/6/2011;Alto;38;103,07;0,1;Aereo Regular;Jack Lebron;Territorios del Noroeste;Corporativo;22/6/2011
191;3371;24097;4/8/2010;Alto;1;17,19;0;Aereo Regular;Anthony Johnson;Territorios del Noroeste;PYME;4/8/2010
192;3372;24097;4/8/2010;Alto;27;2689,48;0,04;Aereo Regular;Anthony Johnson;Territorios del Noroeste;PYME;6/8/2010
193;3373;24097;4/8/2010;Alto;2;15,31;0,01;Aereo Regular;Anthony Johnson;Territorios del Noroeste;PYME;6/8/2010
194;3380;24128;23/11/2010;Alto;13;270,63;0,1;Aereo Regular;Eugene Barchas;Territorios del Noroeste;Corporativo;25/11/2010
195;3381;24128;23/11/2010;Alto;43;6583,913;0,09;Aereo Regular;Eugene Barchas;Territorios del Noroeste;Corporativo;25/11/2010
187;3406;24294;2/8/2009;No Especificado;24;4865,72;0,03;Terrestre;Thomas Seio;Territorios del Noroeste;Oficina en Hogar;3/8/2009
196;3418;24387;10/8/2011;Critical;23;1003,31;0,01;Aereo Regular;Bryan Mills;Territorios del Noroeste;PYME;11/8/2011
197;3419;24387;10/8/2011;Critical;17;6048,18;0,04;Terrestre;Bryan Mills;Territorios del Noroeste;PYME;10/8/2011
198;3434;24515;6/5/2010;Critical;41;3051,27;0,1;Terrestre;Eugene Barchas;Territorios del Noroeste;Oficina en Hogar;8/5/2010
199;3478;24743;28/6/2012;Bajo;47;9633,59;0,06;Terrestre;Sylvia Foulston;Territorios del Noroeste;Corporativo;5/7/2012
200;3479;24743;28/6/2012;Bajo;26;3758,77;0;Aereo Regular;Sylvia Foulston;Territorios del Noroeste;Corporativo;3/7/2012
201;3493;24871;23/3/2011;Medio;6;143,78;0,04;Aereo Regular;Carl Ludwig;Territorios del Noroeste;Corporativo;24/3/2011
67;3552;25318;19/11/2011;Critical;22;440,92;0,05;Aereo Express;Julia Oeste;Territorios del Noroeste;PYME;21/11/2011
202;3560;25377;26/11/2012;Bajo;3;4343,51;0,09;Terrestre;Don Jones;Territorios del Noroeste;Corporativo;3/12/2012
125;3591;25634;29/7/2010;No Especificado;29;593,32;0,03;Aereo Regular;Mike Pelletier;Territorios del Noroeste;Corporativo;1/8/2010
203;3592;25634;29/7/2010;No Especificado;26;626,07;0,03;Aereo Express;Mike Pelletier;Territorios del Noroeste;Corporativo;30/7/2010
204;3602;25733;12/5/2012;Bajo;24;557,23;0,09;Aereo Regular;Eugene Barchas;Territorios del Noroeste;Oficina en Hogar;17/5/2012
65;3604;25767;3/3/2012;Alto;7;261,88;0,08;Aereo Regular;Ann Chong;Territorios del Noroeste;Corporativo;3/3/2012
205;3605;25767;3/3/2012;Alto;15;593,73;0,04;Aereo Regular;Ann Chong;Territorios del Noroeste;Corporativo;4/3/2012
206;3641;26023;20/8/2010;Alto;49;120,77;0,03;Aereo Regular;Charles McCrossin;Territorios del Noroeste;Corporativo;21/8/2010
207;3643;26051;27/6/2010;No Especificado;22;795,74;0;Terrestre;Annie Cyprus;Territorios del Noroeste;Oficina en Hogar;29/6/2010
208;3644;26051;27/6/2010;No Especificado;31;251,75;0,07;Aereo Regular;Annie Cyprus;Territorios del Noroeste;Oficina en Hogar;28/6/2010
41;3649;26116;29/10/2012;Critical;36;697,41;0,04;Aereo Regular;Carlos Soltero;Territorios del Noroeste;PYME;30/10/2012
209;3658;26182;16/1/2010;No Especificado;30;4684,9;0,01;Terrestre;Doug Bickford;Territorios del Noroeste;Corporativo;19/1/2010
200;3666;26272;29/6/2012;Bajo;6;905,94;0,04;Aereo Express;Carlos Daly;Territorios del Noroeste;Oficina en Hogar;8/7/2012
210;3688;26370;8/8/2011;No Especificado;12;270,23;0,08;Aereo Regular;Fred Wasserman;Territorios del Noroeste;Oficina en Hogar;10/8/2011
211;3689;26370;8/8/2011;No Especificado;20;660,27;0,09;Aereo Express;Fred Wasserman;Territorios del Noroeste;Oficina en Hogar;10/8/2011
212;3711;26499;21/2/2010;Medio;11;32,4;0,05;Aereo Regular;Sylvia Foulston;Territorios del Noroeste;Corporativo;22/2/2010
213;3716;26531;20/6/2011;Medio;26;4688,9485;0;Aereo Regular;Michelle Lonsdale;Territorios del Noroeste;Corporativo;22/6/2011
214;3719;26567;4/9/2009;Critical;8;50,7;0,08;Aereo Regular;Sylvia Foulston;Territorios del Noroeste;Corporativo;4/9/2009
215;3720;26567;4/9/2009;Critical;10;90,06;0,09;Aereo Express;Sylvia Foulston;Territorios del Noroeste;Corporativo;7/9/2009
216;3721;26567;4/9/2009;Critical;22;338,52;0,21;Aereo Regular;Sylvia Foulston;Territorios del Noroeste;Corporativo;5/9/2009
217;3722;26567;4/9/2009;Critical;48;6109,817;0,04;Aereo Regular;Sylvia Foulston;Territorios del Noroeste;Corporativo;5/9/2009
218;3760;26854;21/6/2009;No Especificado;1;34,11;0,02;Aereo Regular;Charlotte Melton;Territorios del Noroeste;Oficina en Hogar;22/6/2009
219;3805;27109;8/2/2012;Critical;48;538,22;0,01;Aereo Regular;Barry French;Territorios del Noroeste;Consumidor;10/2/2012
220;3806;27111;11/3/2009;Alto;11;1064,23;0,06;Aereo Regular;Heather Kirkland;Territorios del Noroeste;Oficina en Hogar;14/3/2009
221;3807;27111;11/3/2009;Alto;18;3497,05;0;Aereo Regular;Heather Kirkland;Territorios del Noroeste;Oficina en Hogar;12/3/2009
181;3808;27111;11/3/2009;Alto;44;774,0525;0,08;Aereo Express;Heather Kirkland;Territorios del Noroeste;Oficina en Hogar;11/3/2009
222;3821;27264;4/6/2011;Bajo;3;74,05;0,02;Aereo Regular;Henry Goldwyn;Territorios del Noroeste;PYME;6/6/2011
223;3841;27392;2/3/2012;Bajo;37;5753,85;0;Aereo Regular;Frank Price;Territorios del Noroeste;Corporativo;11/3/2012
224;3860;27553;12/8/2011;Medio;48;18235,47;0,03;Terrestre;Jim Radford;Territorios del Noroeste;Corporativo;14/8/2011
225;3861;27553;12/8/2011;Medio;16;2631,107;0;Aereo Regular;Jim Radford;Territorios del Noroeste;Corporativo;14/8/2011
226;3863;27555;1/9/2009;Critical;32;209,42;0,1;Aereo Regular;Ralph Knight;Territorios del Noroeste;Consumidor;3/9/2009
227;3873;27680;26/1/2010;Critical;32;324,4;0,1;Aereo Regular;Delfina Latchford;Territorios del Noroeste;PYME;27/1/2010
228;3874;27680;26/1/2010;Critical;19;137,02;0,01;Aereo Regular;Delfina Latchford;Territorios del Noroeste;PYME;27/1/2010
229;3891;27778;2/9/2011;Critical;1;232,67;0,02;Aereo Regular;Roy Skaria;Territorios del Noroeste;Corporativo;4/9/2011
230;3892;27778;2/9/2011;Critical;34;4805,92;0,07;Terrestre;Roy Skaria;Territorios del Noroeste;Corporativo;4/9/2011
231;3914;27909;7/2/2012;Critical;1;62,26;0,09;Aereo Regular;Monica Federle;Territorios del Noroeste;Corporativo;9/2/2012
232;3915;27909;7/2/2012;Critical;47;58,53;0,07;Aereo Regular;Monica Federle;Territorios del Noroeste;Corporativo;10/2/2012
233;3929;28003;19/3/2011;Critical;31;157,79;0,09;Aereo Regular;Charles McCrossin;Territorios del Noroeste;Corporativo;21/3/2011
234;3936;28035;8/5/2011;No Especificado;19;376,21;0,03;Aereo Regular;Don Miller;Territorios del Noroeste;Oficina en Hogar;10/5/2011
235;3947;28135;25/9/2009;Critical;37;1601,24;0,08;Aereo Regular;Jeremy Lonsdale;Territorios del Noroeste;Corporativo;27/9/2009
236;3948;28135;25/9/2009;Critical;40;501,31;0,05;Aereo Regular;Jeremy Lonsdale;Territorios del Noroeste;Corporativo;25/9/2009
237;3952;28165;9/7/2012;No Especificado;2;24,96;0,05;Aereo Regular;Grant Carroll;Territorios del Noroeste;Corporativo;11/7/2012
62;3963;28289;14/1/2010;Alto;31;166,76;0,01;Aereo Regular;Carl Ludwig;Territorios del Noroeste;Corporativo;15/1/2010
238;3992;28486;26/8/2009;Alto;2;811,13;0,08;Aereo Regular;Carlos Daly;Territorios del Noroeste;Corporativo;27/8/2009
239;4017;28675;8/10/2009;Critical;15;822,8425;0,1;Aereo Regular;Ralph Knight;Territorios del Noroeste;Consumidor;9/10/2009
42;4050;28870;10/11/2011;Alto;35;3310,9455;0,05;Aereo Regular;Cindy Schnelling;Territorios del Noroeste;Corporativo;13/11/2011
240;4051;28871;15/4/2012;Alto;10;55,02;0,08;Aereo Regular;Claudia Miner;Territorios del Noroeste;PYME;15/4/2012
93;4075;29030;2/1/2012;Medio;10;192,58;0,05;Aereo Regular;Roy Skaria;Territorios del Noroeste;Corporativo;3/1/2012
241;4082;29095;8/3/2011;No Especificado;40;291,67;0,01;Aereo Regular;Delfina Latchford;Territorios del Noroeste;PYME;9/3/2011
242;4118;29287;2/7/2009;Alto;50;281,39;0,1;Aereo Regular;Edward Hooks;Territorios del Noroeste;Consumidor;4/7/2009
243;4119;29287;2/7/2009;Alto;49;12593,91;0,09;Terrestre;Edward Hooks;Territorios del Noroeste;Consumidor;4/7/2009
244;4164;29510;15/4/2011;Critical;22;6123,94;0,01;Terrestre;Don Miller;Territorios del Noroeste;Oficina en Hogar;17/4/2011
245;4193;29795;25/11/2011;Alto;49;19325,2;0,05;Aereo Regular;Grant Carroll;Territorios del Noroeste;PYME;26/11/2011
246;4194;29795;25/11/2011;Alto;48;8380,22;0;Terrestre;Grant Carroll;Territorios del Noroeste;PYME;26/11/2011
247;4202;29861;25/4/2012;Critical;11;35,17;0,03;Aereo Regular;Brad Eason;Territorios del Noroeste;PYME;26/4/2012
111;4305;30658;26/3/2011;Medio;35;17387,65;0,08;Aereo Regular;Charles McCrossin;Territorios del Noroeste;Corporativo;27/3/2011
9;4306;30658;26/3/2011;Medio;44;6040,22;0,05;Aereo Regular;Charles McCrossin;Territorios del Noroeste;Corporativo;28/3/2011
248;4346;30947;14/7/2010;Bajo;17;691,59;0,03;Aereo Regular;Charles McCrossin;Territorios del Noroeste;Corporativo;18/7/2010
32;4347;30947;14/7/2010;Bajo;45;345,2;0,01;Aereo Regular;Charles McCrossin;Territorios del Noroeste;Corporativo;18/7/2010
249;4362;31077;23/10/2010;No Especificado;36;1955,0765;0,06;Aereo Regular;Bryan Mills;Territorios del Noroeste;PYME;25/10/2010
250;4369;31111;24/8/2009;No Especificado;27;217,93;0,03;Aereo Regular;Monica Federle;Territorios del Noroeste;Corporativo;26/8/2009
196;4372;31169;9/6/2011;Bajo;6;254,76;0,06;Aereo Regular;Michelle Lonsdale;Territorios del Noroeste;Oficina en Hogar;13/6/2011
251;4390;31270;23/11/2012;Medio;21;6806,66;0;Terrestre;Michelle Lonsdale;Territorios del Noroeste;Corporativo;24/11/2012
252;4391;31270;23/11/2012;Medio;3;891,61;0,1;Terrestre;Michelle Lonsdale;Territorios del Noroeste;Corporativo;25/11/2012
253;4392;31270;23/11/2012;Medio;5;165,04;0,03;Aereo Regular;Michelle Lonsdale;Territorios del Noroeste;Corporativo;25/11/2012
238;4401;31364;1/5/2009;No Especificado;2;789,01;0,07;Aereo Regular;Beth Thompson;Territorios del Noroeste;Corporativo;1/5/2009
254;4404;31393;11/5/2012;Critical;4;97,57;0,04;Aereo Regular;Cindy Schnelling;Territorios del Noroeste;Corporativo;12/5/2012
145;4405;31393;11/5/2012;Critical;31;110,32;0,09;Aereo Regular;Cindy Schnelling;Territorios del Noroeste;Corporativo;13/5/2012
166;4411;31492;15/10/2010;Critical;26;321,68;0,04;Aereo Regular;Nicole Hansen;Territorios del Noroeste;PYME;17/10/2010
255;4412;31492;15/10/2010;Critical;34;971,95;0,09;Aereo Express;Nicole Hansen;Territorios del Noroeste;PYME;18/10/2010
256;4413;31492;15/10/2010;Critical;23;2149,03;0,03;Aereo Regular;Nicole Hansen;Territorios del Noroeste;PYME;16/10/2010
257;4429;31558;23/7/2011;Bajo;12;3671,3;0,04;Aereo Regular;Cari Schnelling;Territorios del Noroeste;Oficina en Hogar;28/7/2011
258;4430;31558;23/7/2011;Bajo;42;1763,6;0,08;Aereo Regular;Cari Schnelling;Territorios del Noroeste;Oficina en Hogar;23/7/2011
259;4437;31618;11/7/2011;Critical;14;403,17;0,02;Aereo Regular;Roy Skaria;Territorios del Noroeste;Corporativo;11/7/2011
260;4446;31684;16/9/2012;Critical;15;89,97;0,02;Aereo Regular;Susan Vittorini;Territorios del Noroeste;Corporativo;19/9/2012
261;4447;31684;16/9/2012;Critical;28;456,91;0,04;Aereo Express;Susan Vittorini;Territorios del Noroeste;Corporativo;18/9/2012
107;4459;31781;16/1/2009;Medio;46;249,02;0,1;Aereo Regular;Sylvia Foulston;Territorios del Noroeste;Corporativo;17/1/2009
262;4460;31781;16/1/2009;Medio;41;78,49;0,03;Aereo Regular;Sylvia Foulston;Territorios del Noroeste;Corporativo;17/1/2009
263;4524;32193;20/10/2010;Bajo;4;40,72;0,1;Aereo Express;Chad Cunningham;Territorios del Noroeste;PYME;22/10/2010
264;4525;32193;20/10/2010;Bajo;27;113,3;0,02;Aereo Regular;Chad Cunningham;Territorios del Noroeste;PYME;25/10/2010
223;4532;32229;30/8/2010;Alto;8;1219,19;0,02;Aereo Regular;Carlos Daly;Territorios del Noroeste;Corporativo;30/8/2010
265;4533;32229;30/8/2010;Alto;15;28,68;0;Aereo Regular;Carlos Daly;Territorios del Noroeste;Corporativo;31/8/2010
266;4599;32743;7/5/2010;Critical;19;3548,67;0,01;Aereo Regular;Grant Carroll;Territorios del Noroeste;Corporativo;9/5/2010
267;4607;32806;21/6/2011;Critical;8;178,78;0,02;Aereo Regular;Julia Oeste;Territorios del Noroeste;Oficina en Hogar;22/6/2011
209;4651;33123;24/11/2010;Medio;41;6045,98;0,08;Terrestre;Roy Skaria;Territorios del Noroeste;Corporativo;26/11/2010
164;4656;33159;27/4/2012;Medio;3;56,695;0,01;Aereo Regular;Cindy Schnelling;Territorios del Noroeste;Corporativo;29/4/2012
268;4659;33186;28/8/2012;Bajo;24;1350,531;0,01;Aereo Regular;Don Jones;Territorios del Noroeste;Corporativo;30/8/2012
269;4687;33377;31/7/2011;Alto;20;100,4;0,06;Aereo Regular;Beth Thompson;Territorios del Noroeste;Corporativo;2/8/2011
270;4688;33377;31/7/2011;Alto;19;327,15;0,04;Aereo Regular;Beth Thompson;Territorios del Noroeste;Corporativo;1/8/2011
271;4691;33444;6/10/2012;Medio;11;30,51;0,09;Aereo Regular;Alan Barnes;Territorios del Noroeste;Corporativo;7/10/2012
272;4692;33444;6/10/2012;Medio;8;127,8;0,07;Aereo Regular;Alan Barnes;Territorios del Noroeste;Corporativo;8/10/2012
273;4738;33703;6/2/2010;No Especificado;4;242,36;0,08;Aereo Regular;Carl Ludwig;Territorios del Noroeste;Corporativo;7/2/2010
255;4739;33703;6/2/2010;No Especificado;25;802,19;0;Aereo Regular;Carl Ludwig;Territorios del Noroeste;Corporativo;7/2/2010
274;4740;33703;6/2/2010;No Especificado;4;63,52;0,08;Aereo Express;Carl Ludwig;Territorios del Noroeste;Corporativo;8/2/2010
275;4746;33734;17/10/2011;No Especificado;13;371,94;0,05;Aereo Regular;Jamie Kunitz;Territorios del Noroeste;Corporativo;18/10/2011
276;4763;33888;20/8/2009;No Especificado;31;349,43;0,04;Aereo Regular;Heather Kirkland;Territorios del Noroeste;Oficina en Hogar;23/8/2009
102;4764;33888;20/8/2009;No Especificado;3;58,33;0,02;Aereo Regular;Heather Kirkland;Territorios del Noroeste;Oficina en Hogar;21/8/2009
277;4765;33888;20/8/2009;No Especificado;47;10377,22;0,05;Terrestre;Heather Kirkland;Territorios del Noroeste;Oficina en Hogar;22/8/2009
278;4772;33894;14/6/2010;Critical;14;140,66;0;Aereo Regular;Doug Bickford;Territorios del Noroeste;Corporativo;17/6/2010
279;4773;33894;14/6/2010;Critical;5;42,89;0,02;Aereo Regular;Doug Bickford;Territorios del Noroeste;Corporativo;15/6/2010
280;4774;33894;14/6/2010;Critical;48;226,5;0,09;Aereo Regular;Doug Bickford;Territorios del Noroeste;Corporativo;16/6/2010
281;4775;33894;14/6/2010;Critical;13;438,93;0,04;Aereo Express;Doug Bickford;Territorios del Noroeste;Corporativo;16/6/2010
282;4777;33922;27/2/2010;No Especificado;31;15251,5;0,06;Terrestre;Carlos Daly;Territorios del Noroeste;Oficina en Hogar;27/2/2010
283;4803;34177;15/8/2009;Alto;13;34,42;0,02;Aereo Regular;Toby Braunhardt;Territorios del Noroeste;Corporativo;18/8/2009
32;4804;34177;15/8/2009;Alto;26;172,76;0,1;Aereo Regular;Toby Braunhardt;Territorios del Noroeste;Corporativo;16/8/2009
33;4805;34177;15/8/2009;Alto;50;853,162;0,1;Aereo Regular;Toby Braunhardt;Territorios del Noroeste;Corporativo;16/8/2009
284;4812;34215;14/5/2011;Alto;6;35,65;0,02;Aereo Regular;Cari Schnelling;Territorios del Noroeste;Oficina en Hogar;15/5/2011
285;4820;34246;7/10/2010;Critical;49;199,86;0,03;Aereo Regular;Thomas Seio;Territorios del Noroeste;Oficina en Hogar;8/10/2010
286;4821;34246;7/10/2010;Critical;18;1888,02;0,03;Aereo Regular;Thomas Seio;Territorios del Noroeste;Oficina en Hogar;8/10/2010
189;4822;34246;7/10/2010;Critical;27;322,69;0,01;Aereo Regular;Thomas Seio;Territorios del Noroeste;Oficina en Hogar;9/10/2010
287;4864;34631;23/10/2009;No Especificado;5;22,06;0,06;Aereo Regular;Brendan Dodson;Territorios del Noroeste;Corporativo;24/10/2009
288;4865;34631;23/10/2009;No Especificado;19;12616,2;0,07;Aereo Regular;Brendan Dodson;Territorios del Noroeste;Corporativo;25/10/2009
289;4929;35047;9/6/2010;Medio;31;148,17;0;Aereo Regular;Charlotte Melton;Territorios del Noroeste;Oficina en Hogar;11/6/2010
290;4957;35266;10/1/2011;No Especificado;39;217,25;0,07;Aereo Regular;Beth Thompson;Territorios del Noroeste;Corporativo;10/1/2011
147;4958;35266;10/1/2011;No Especificado;28;5993,74;0,07;Terrestre;Beth Thompson;Territorios del Noroeste;Corporativo;12/1/2011
291;5031;35847;30/1/2009;Critical;23;361,65;0,08;Aereo Express;Eugene Barchas;Territorios del Noroeste;Corporativo;30/1/2009
292;5048;36001;28/3/2011;Bajo;45;1038,82;0,05;Aereo Regular;Michelle Lonsdale;Territorios del Noroeste;Oficina en Hogar;30/3/2011
170;5049;36001;28/3/2011;Bajo;47;564,39;0,09;Aereo Regular;Michelle Lonsdale;Territorios del Noroeste;Oficina en Hogar;1/4/2011
293;5074;36134;22/11/2010;Bajo;6;826,9735;0,01;Aereo Regular;Grant Carroll;Territorios del Noroeste;Corporativo;22/11/2010
294;5075;36135;30/5/2011;No Especificado;33;999,226;0,02;Aereo Regular;Beth Paige;Territorios del Noroeste;Consumidor;31/5/2011
192;5138;36644;13/5/2012;Alto;24;2298,32;0,06;Aereo Regular;Dorothy Wardle;Territorios del Noroeste;Corporativo;14/5/2012
295;5139;36646;8/6/2010;Medio;24;1168,15;0,04;Aereo Express;Muhammed MacIntyre;Territorios del Noroeste;PYME;9/6/2010
296;5154;36707;29/11/2009;Medio;47;181,78;0,02;Aereo Regular;Charlotte Melton;Territorios del Noroeste;Oficina en Hogar;30/11/2009
297;5236;37253;1/9/2012;Alto;46;1184,32;0,09;Aereo Regular;Muhammed MacIntyre;Territorios del Noroeste;PYME;1/9/2012
125;5275;37541;26/2/2010;Medio;3;71,94;0,01;Aereo Regular;Claudia Miner;Territorios del Noroeste;PYME;28/2/2010
299;5276;37541;26/2/2010;Medio;10;550,61;0,08;Aereo Express;Claudia Miner;Territorios del Noroeste;PYME;27/2/2010
74;5277;37541;26/2/2010;Medio;18;1373,11;0,1;Aereo Regular;Claudia Miner;Territorios del Noroeste;PYME;28/2/2010
274;5286;37634;21/5/2012;Medio;32;368,18;0,07;Aereo Regular;Brendan Dodson;Territorios del Noroeste;Corporativo;22/5/2012
300;5312;37793;8/11/2009;No Especificado;16;224,47;0,08;Aereo Regular;Dorothy Wardle;Territorios del Noroeste;Corporativo;9/11/2009
301;5325;37860;27/8/2010;Medio;1;104,85;0,07;Aereo Regular;Mike Pelletier;Territorios del Noroeste;Corporativo;29/8/2010
302;5472;38884;17/8/2012;Alto;47;256;0,03;Aereo Regular;Edward Hooks;Territorios del Noroeste;Consumidor;18/8/2012
303;5473;38884;17/8/2012;Alto;20;6067,76;0,06;Terrestre;Edward Hooks;Territorios del Noroeste;Consumidor;18/8/2012
55;5559;39364;9/11/2012;Alto;29;2754,93;0,06;Aereo Regular;Jamie Kunitz;Territorios del Noroeste;Corporativo;10/11/2012
165;5560;39364;9/11/2012;Alto;15;19417,55;0,03;Aereo Regular;Jamie Kunitz;Territorios del Noroeste;Corporativo;11/11/2012
304;5569;39457;2/6/2011;Critical;40;4842,21;0,03;Terrestre;Julia Oeste;Territorios del Noroeste;Oficina en Hogar;2/6/2011
234;5598;39683;10/8/2011;Alto;31;615,58;0,04;Aereo Regular;Jeremy Lonsdale;Territorios del Noroeste;Corporativo;13/8/2011
87;5599;39683;10/8/2011;Alto;41;8387,1;0,1;Aereo Regular;Jeremy Lonsdale;Territorios del Noroeste;Corporativo;11/8/2011
305;5600;39683;10/8/2011;Alto;6;126,02;0,09;Aereo Regular;Jeremy Lonsdale;Territorios del Noroeste;Corporativo;11/8/2011
306;5601;39683;10/8/2011;Alto;30;68,14;0;Aereo Regular;Jeremy Lonsdale;Territorios del Noroeste;Corporativo;12/8/2011
280;5628;39846;27/2/2009;Bajo;14;71,47;0,06;Aereo Regular;Cindy Schnelling;Territorios del Noroeste;Corporativo;6/3/2009
307;5659;40036;7/6/2010;No Especificado;10;568,3355;0,02;Aereo Regular;Heather Kirkland;Territorios del Noroeste;Oficina en Hogar;8/6/2010
308;5662;40067;17/2/2012;Bajo;38;2157,3085;0;Aereo Regular;Alan Barnes;Territorios del Noroeste;Corporativo;19/2/2012
309;5675;40132;23/2/2012;Bajo;26;1363;0,04;Terrestre;Hunter Glantz;Territorios del Noroeste;Corporativo;29/2/2012
310;5676;40132;23/2/2012;Bajo;36;4698,5;0,04;Terrestre;Hunter Glantz;Territorios del Noroeste;Corporativo;29/2/2012
292;5677;40132;23/2/2012;Bajo;16;347,47;0,09;Aereo Regular;Hunter Glantz;Territorios del Noroeste;Corporativo;2/3/2012
311;5681;40160;15/10/2009;Critical;23;1404,22;0,1;Aereo Regular;Julia Oeste;Territorios del Noroeste;Consumidor;16/10/2009
312;5719;40518;13/3/2009;Critical;3;17,52;0,05;Aereo Regular;Carlos Daly;Territorios del Noroeste;Oficina en Hogar;14/3/2009
304;5746;40804;12/3/2010;Medio;36;4273,8;0,06;Terrestre;Barry French;Territorios del Noroeste;Consumidor;14/3/2010
313;5764;40902;7/7/2009;Bajo;25;192,18;0,02;Aereo Regular;Susan Vittorini;Territorios del Noroeste;Oficina en Hogar;9/7/2009
314;5790;41063;21/11/2012;Bajo;22;483,96;0,01;Aereo Regular;Carl Jackson;Territorios del Noroeste;Oficina en Hogar;23/11/2012
315;5791;41063;21/11/2012;Bajo;10;308,363;0,04;Aereo Regular;Carl Jackson;Territorios del Noroeste;Oficina en Hogar;28/11/2012
316;5792;41063;21/11/2012;Bajo;26;1911,4035;0,06;Aereo Regular;Carl Jackson;Territorios del Noroeste;Oficina en Hogar;28/11/2012
162;5802;41153;2/3/2009;Medio;29;862,2;0,1;Aereo Regular;Alan Barnes;Territorios del Noroeste;Corporativo;3/3/2009
102;5805;41184;22/9/2011;Alto;7;120,03;0,02;Aereo Regular;Charlotte Melton;Territorios del Noroeste;Oficina en Hogar;24/9/2011
276;5835;41409;21/7/2011;No Especificado;1;18,92;0;Aereo Regular;Beth Thompson;Territorios del Noroeste;Corporativo;23/7/2011
44;5877;41696;13/7/2009;No Especificado;45;237,28;0,03;Aereo Express;Bryan Mills;Territorios del Noroeste;PYME;15/7/2009
317;5944;42209;29/3/2010;Alto;5;324,55;0,08;Aereo Regular;Alan Barnes;Territorios del Noroeste;Corporativo;29/3/2010
68;5945;42209;29/3/2010;Alto;31;8901,78;0,04;Aereo Regular;Alan Barnes;Territorios del Noroeste;Corporativo;1/4/2010
318;6007;42561;6/2/2010;Bajo;15;1062,959;0,07;Aereo Express;Beth Paige;Territorios del Noroeste;Consumidor;8/2/2010
319;6009;42564;12/9/2012;Bajo;35;7468,86;0,02;Terrestre;Mike Pelletier;Territorios del Noroeste;PYME;19/9/2012
